conversation_id,turn_index,role,content,tags,source_section
conv_1050,2,assistant,لا، تُلغى بانتهاء العام الميلادي.,مرضية_غير_مستخدمة,الباب الأول > 3.7.8 (ص82)
conv_1051,0,system,أنت مساعد مزايا.,إجازة_الأمومة_والأبوة,الباب الأول > 3.7.9 (ص83–85)
conv_1051,1,user,ما إجازة الأمومة وهل هناك إجازة أبوة؟,إجازة_الأمومة_والأبوة,الباب الأول > 3.7.9 (ص83–85)
conv_1051,2,assistant,الأمومة: 10 أسابيع بأجر كامل لمن أتمت 180 يوم عمل، على أن لا تقل 6 أسابيع بعد الولادة. ساعة رضاعة لمدة عام. الأبوة: 3 أيام.,إجازة_الأمومة_والأبوة,الباب الأول > 3.7.9 (ص83–85)
conv_1052,0,system,أنت مساعد مزايا.,إجازة_الحداد,الباب الأول > 3.7.10 (ص85–86)
conv_1052,1,user,ما إجازة الحداد؟,إجازة_الحداد,الباب الأول > 3.7.10 (ص85–86)
conv_1052,2,assistant,3 أيام للقرابة حتى الدرجة الثانية، وتمتد للدرجة الثالثة إذا أقيم العزاء في بيت الموظف.,إجازة_الحداد,الباب الأول > 3.7.10 (ص85–86)
conv_1053,0,system,أنت مساعد مزايا.,إجازة_الحج,الباب الأول > 3.7.11 (ص86–87)
conv_1053,1,user,ما إجازة الحج؟,إجازة_الحج,الباب الأول > 3.7.11 (ص86–87)
conv_1053,2,assistant,أسبوعان بأجر كامل لمرة واحدة لمن أمضى 5 سنوات في العمل.,إجازة_الحج,الباب الأول > 3.7.11 (ص86–87)
conv_1054,0,system,أنت مساعد موارد بشرية.,غياب_بدون_مبرر,الباب الأول > 3.7.12 (ص88–90)
conv_1054,1,user,ما أثر الغياب غير الموافق عليها؟,غياب_بدون_مبرر,الباب الأول > 3.7.12 (ص88–90)
conv_1054,2,assistant,الغياب 15 يومًا متقطعة في السنة أو 7 متتالية دون عذر مقبول يجيز إنهاء العمل. تُرسل تحذيرات كتابية ضمن المدد المحددة.,غياب_بدون_مبرر,الباب الأول > 3.7.12 (ص88–90)
conv_1055,0,system,أنت مساعد مزايا.,إجازة_بدون_مرتب,الباب الأول > 3.7.13 (ص90)
conv_1055,1,user,هل تشجع المؤسسة الإجازة بدون مرتب؟,إجازة_بدون_مرتب,الباب الأول > 3.7.13 (ص90)
conv_1055,2,assistant,لا تشجعها إلا في الحالات المحددة (المرضية/الأمومة بعد تجاوز الحدود القانونية) وبما هو مبين في السياسة.,إجازة_بدون_مرتب,الباب الأول > 3.7.13 (ص90)
conv_1056,0,system,أنت مساعد مزايا.,إجازة_ثقافية,الباب الأول > 3.7.14 (ص90–92)
conv_1056,1,user,ما الإجازة الثقافية؟,إجازة_ثقافية,الباب الأول > 3.7.14 (ص90–92)
conv_1056,2,assistant,إجازة مدفوعة لا تزيد عن 7 أيام عمل متتالية أو مجزأة سنويًا، مع أولوية لمن لم يشارك سابقًا.,إجازة_ثقافية,الباب الأول > 3.7.14 (ص90–92)
conv_1057,0,system,أنت مساعد حضور.,إنذارات_الغياب,الباب الأول > 3.7.15 (ص92–93)
conv_1057,1,user,ما المطلوب في الإجازات المرضية الطارئة؟,إنذارات_الغياب,الباب الأول > 3.7.15 (ص92–93)
conv_1057,2,assistant,الاتصال بالمشرف في ساعات الصباح المبكر كل يوم غياب.,إنذارات_الغياب,الباب الأول > 3.7.15 (ص92–93)
conv_1058,0,system,أنت مساعد تدريب.,التدريب_العام,الباب الأول > 3.8 (ص93–98)
conv_1058,1,user,ما سياسة التدريب لدى المؤسسة؟,التدريب_العام,الباب الأول > 3.8 (ص93–98)
conv_1058,2,assistant,تقديم التدريب المقرر والمدفوع بالكامل داخليًا أو خارجيًا خلال ساعات العمل، مثل التوجيه للموظفين الجدد، تدريب البرامج، التدريب الفردي (لغات/إدارة)، والمؤتمرات والندوات.,التدريب_العام,الباب الأول > 3.8 (ص93–98)
conv_1059,0,system,أنت مساعد تدريب.,تدريب_الأفراد,الباب الأول > 3.8.1 (ص95–97)
conv_1059,1,user,كيف تُدار فرص تدريب الأفراد؟,تدريب_الأفراد,الباب الأول > 3.8.1 (ص95–97)
conv_1059,2,assistant,تساعد المؤسسة موظفيها عبر الوقت أو المساعدة النقدية أو كليهما، بحد أقصى تدريبَين سنويًا لكل موظف.,تدريب_الأفراد,الباب الأول > 3.8.1 (ص95–97)
conv_1060,0,system,أنت مساعد خدمات.,ضيافة_التدريبات,الباب الأول > 3.8.1.1 (ص98–99)
conv_1060,1,user,كيف تُحدد ضيافة التدريبات وورش العمل؟,ضيافة_التدريبات,الباب الأول > 3.8.1.1 (ص98–99)
conv_1060,2,assistant,حتى 3 ساعات: مشروب وضيافة خفيفة. 3–6 ساعات: إضافة وجبة خفيفة (ساندويتش لحوم بيضاء). أكثر من 6 ساعات: وجبة غداء (بيضاء/حمراء).,ضيافة_التدريبات,الباب الأول > 3.8.1.1 (ص98–99)
conv_1061,0,system,أنت مساعد إدارة.,لقاء_سنوي,الباب الأول > 4 (ص104)
conv_1061,1,user,ما سياسة اللقاء السنوي للكادر؟,لقاء_سنوي,الباب الأول > 4 (ص104)
conv_1061,2,assistant,لقاء خارج المكاتب لمدة 2–4 أيام، مدفوع الأجر، ويُعوَّض الموظف عن عطلته بأيام أخرى.,لقاء_سنوي,الباب الأول > 4 (ص104)
conv_1062,0,system,أنت مساعد تدريب.,تعهد_التدريب,الباب الأول > 5 (ص100)
conv_1062,1,user,ما سياسة التعهد والتزام التدريب؟,تعهد_التدريب,الباب الأول > 5 (ص100)
conv_1062,2,assistant,تمنح المؤسسة إجازة تدريبية قصيرة للسفر بقرار من الرئيس التنفيذي، ويوقع الموظف وثيقة التدريب الخاصة.,تعهد_التدريب,الباب الأول > 5 (ص100)
conv_1063,0,system,أنت مساعد امتثال.,سلوك_إجرامي,الباب الأول > 6 (ص101–103)
conv_1063,1,user,ما المقصود بالسلوك الإجرامي والسياسات ذات الصلة؟,سلوك_إجرامي,الباب الأول > 6 (ص101–103)
conv_1063,2,assistant,أي عمل محظور يسبب ضررًا جسديًا أو ماديًا. تحظر المؤسسة المخدرات والكحول خلال العمل، وتجرّم الفساد والرشوة وتطبّق الفصل الفوري عند التكرار.,سلوك_إجرامي,الباب الأول > 6 (ص101–103)
conv_1064,0,system,أنت مساعد تنظيم.,قيادة_وسلطة,الباب الأول > 7 (ص118–119)
conv_1064,1,user,ما الغاية من التسلسل الهرمي وإعداد التقارير؟,قيادة_وسلطة,الباب الأول > 7 (ص118–119)
conv_1064,2,assistant,ضمان كفاءة العمل بتقليل عدد المرؤوسين لكل مشرف، وتحديد خطوط السلطة واشتراطات الإبلاغ وتعميمها.,قيادة_وسلطة,الباب الأول > 7 (ص118–119)
conv_1065,0,system,أنت مساعد شكاوى.,مظالم_واستئناف,الباب الأول > 8 (ص119)
conv_1065,1,user,كيف يمارس الموظف حق الاستئناف؟,مظالم_واستئناف,الباب الأول > 8 (ص119)
conv_1065,2,assistant,برسالة للمدير المباشر مع نسخة للرئيس التنفيذي خلال أسبوع من القرار.,مظالم_واستئناف,الباب الأول > 8 (ص119)
conv_1066,0,system,أنت مساعد سفر.,السفر_عام,الباب الأول > 9.1–9.8 (ص120–126)
conv_1066,1,user,ما أبرز سياسات السفر؟,السفر_عام,الباب الأول > 9.1–9.8 (ص120–126)
conv_1066,2,assistant,توقع توافر موظفي البرامج والعلاقات للسفر بتكليف موقع. درجة السفر اقتصادية. تُسدد النفقات الفعلية للسكن والوجبات والاتصالات، وفاتورة الفنادق على أساس سرير فقط. سيارات الأجرة لأغراض العمل، وتأجير السيارات بموافقة مسبقة وبحجم متوسط وبدون سائق. تتحمل المؤسسة فقط تكلفة التأشيرات. تُمنح سلفة سفر 80% وتُسوى خلال 10 أيام من العودة.,السفر_عام,الباب الأول > 9.1–9.8 (ص120–126)
conv_1067,0,system,أنت مساعد برامج.,زيارات_ميدانية,الباب الأول > 10.1 (ص127–128)
conv_1067,1,user,كيف تُرتب الزيارات الميدانية؟,زيارات_ميدانية,الباب الأول > 10.1 (ص127–128)
conv_1067,2,assistant,تقديم جدول أعمال مفصل والموافقة المسبقة، ثم تقرير تفصيلي لا يزيد عن صفحة خلال 24 ساعة.,زيارات_ميدانية,الباب الأول > 10.1 (ص127–128)
conv_1068,0,system,أنت مساعد مالي.,نفقات_متنوعة,الباب الأول > 10.2 (ص129–130)
conv_1068,1,user,كيف تُسدد النفقات غير المغطاة؟,نفقات_متنوعة,الباب الأول > 10.2 (ص129–130)
conv_1068,2,assistant,النفقات فوق 5 دولارات تتطلب إيصالات وموافقة المشرف قبل السداد.,نفقات_متنوعة,الباب الأول > 10.2 (ص129–130)
conv_1069,0,system,أنت مساعد أصول.,الجرد_السنوي,الباب الأول > 10.3 (ص130–138)
conv_1069,1,user,كيف يُدار الجرد السنوي والأصول الثابتة؟,الجرد_السنوي,الباب الأول > 10.3 (ص130–138)
conv_1069,2,assistant,إحصاء فعلي للأصول وتسجيلها على بيسان. المسؤول: مدير المكتب بالفروع ومسؤول الصيانة بالمركز. تصنيف الأصول: حواسيب، معدات مكتبية، أثاث وتجهيزات. تُؤمن ضد الحريق سنويًا.,الجرد_السنوي,الباب الأول > 10.3 (ص130–138)
conv_1070,0,system,أنت مساعد انضباط.,جزاءات_تأديبية,الباب الأول > 11 (ص139–157)
conv_1070,1,user,ما مرجعية الجزاءات التأديبية؟,جزاءات_تأديبية,الباب الأول > 11 (ص139–157)
conv_1070,2,assistant,جدول يشمل نحو 45 مخالفة مع تدرج العقوبات من تنبيه شفهي إلى الفصل النهائي. يُراعى التدرج بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11 (ص139–157)
conv_1071,0,system,أنت مساعد أخلاقيات.,مدونة_السلوك,الباب الثاني > مدونة السلوك (ص161–172)
conv_1071,1,user,ما نطاق سريان مدونة السلوك وأهدافها؟,مدونة_السلوك,الباب الثاني > مدونة السلوك (ص161–172)
conv_1071,2,assistant,تسري على كل ذي صلة مباشر أو غير مباشر بالمؤسسة، وتهدف لترسيخ ثقافة مؤسساتية وقيم مهنية: احترام التنوع وحقوق الإنسان، النزاهة، الشفافية، المساءلة، الاستقلالية والحياد.,مدونة_السلوك,الباب الثاني > مدونة السلوك (ص161–172)
conv_1072,0,system,أنت مساعد موارد بشرية.,التزامات_العمل,الباب الثاني > التزامات الموظف (ص174–181)
conv_1072,1,user,ما الالتزامات العامة على الموظف؟,التزامات_العمل,الباب الثاني > التزامات الموظف (ص174–181)
conv_1072,2,assistant,الاستمرارية في أداء الواجبات، واحترام الرؤساء والزملاء والجمهور، والالتزام ببيئة خالية من التمييز والتحرش.,التزامات_العمل,الباب الثاني > التزامات الموظف (ص174–181)
conv_1073,0,system,أنت مساعد امتثال.,السرية_العامة,الباب الثاني > السرية (ص218–221)
conv_1073,1,user,ما نطاق سياسة السرية؟,السرية_العامة,الباب الثاني > السرية (ص218–221)
conv_1073,2,assistant,تحمي المعلومات السرية والمملوكة للمؤسسة (المالية غير المنشورة، بيانات الأطراف الثالثة، قوائم العملاء والموردين، التسعير). إغلاق أماكن الحفظ وتمزيق المستندات عند عدم الحاجة.,السرية_العامة,الباب الثاني > السرية (ص218–221)
conv_1074,0,system,أنت مساعد شؤون موظفين.,العمل_من_المنزل,الباب الثاني > العمل من المنزل (ص225–228)
conv_1074,1,user,هل يسمح بالعمل من المنزل؟,العمل_من_المنزل,الباب الثاني > العمل من المنزل (ص225–228)
conv_1074,2,assistant,يسمح فقط إذا سمحت متطلبات العمل وبموافقة المدير، ويُقدَّم الطلب قبل يومين على الأقل لأسباب مثل العناية بالأبناء أو سوء الطقس أو حالة طارئة.,العمل_من_المنزل,الباب الثاني > العمل من المنزل (ص225–228)
conv_1075,0,system,أنت مسؤول سلامة.,الصحة_والسلامة,الباب الثاني > الصحة والسلامة (ص230–234)
conv_1075,1,user,ما ملامح سياسة الصحة والسلامة؟,الصحة_والسلامة,الباب الثاني > الصحة والسلامة (ص230–234)
conv_1075,2,assistant,اتباع المعايير القانونية وتلافي المخاطر وتوفير بيئة خالية من التدخين والمخدرات والعنف.,الصحة_والسلامة,الباب الثاني > الصحة والسلامة (ص230–234)
conv_1076,0,system,أنت مسؤول إعلام.,العلاقات_العامة_والسوشيال,الباب الثاني > العلاقات العامة ووسائل التواصل (ص237–244)
conv_1076,1,user,ما محظورات النشر على وسائل التواصل؟,العلاقات_العامة_والسوشيال,الباب الثاني > العلاقات العامة ووسائل التواصل (ص237–244)
conv_1076,2,assistant,منع نشر أي معلومات سرية أو غير معتمدة، أو محتوى ديني/حزبي/سياسي/عنصري/فئوي.,العلاقات_العامة_والسوشيال,الباب الثاني > العلاقات العامة ووسائل التواصل (ص237–244)
conv_1077,0,system,أنت مساعد مالي.,صندوق_النثريات,الباب الثاني > صندوق النثريات (ص264–267)
conv_1077,1,user,ما سياسة صندوق النثريات؟,صندوق_النثريات,الباب الثاني > صندوق النثريات (ص264–267)
conv_1077,2,assistant,المساعد الإداري هو المسؤول. يُستخدم لمشتريات طارئة أو غير معتادة أقل من 200 شيكل. يمنع تغطية نفقات شخصية أو قروض. تتم التسوية سنويًا.,صندوق_النثريات,الباب الثاني > صندوق النثريات (ص264–267)
conv_1078,0,system,أنت مساعد تدريب.,سياسة_التدريب,الباب الثاني > سياسة التدريب (ص271–275)
conv_1078,1,user,على من تنطبق سياسة التدريب وكيف تُمول؟,سياسة_التدريب,الباب الثاني > سياسة التدريب (ص271–275)
conv_1078,2,assistant,تنطبق على الدائمين ودوام كامل/جزئي، وتُغطى جميع رسوم التدريب.,سياسة_التدريب,الباب الثاني > سياسة التدريب (ص271–275)
conv_1079,0,system,أنت مساعد ترقيات.,سياسة_الترقيات,الباب الثاني > الترقيات (ص279–281)
conv_1079,1,user,ما الدرجات الوظيفية؟,سياسة_الترقيات,الباب الثاني > الترقيات (ص279–281)
conv_1079,2,assistant,درجة 4: موظفون جدد وخدمات، 5: مهني/مختص، 6: مهني/مختص أول، 7: مدير دائرة، 8: الرئيس التنفيذي.,سياسة_الترقيات,الباب الثاني > الترقيات (ص279–281)
conv_1080,0,system,أنت مسؤول امتثال.,مكافحة_الفساد,الباب الثاني > مكافحة الفساد (ص303–312)
conv_1080,1,user,كيف تُعرّف المؤسسة الفساد وما موقفها؟,مكافحة_الفساد,الباب الثاني > مكافحة الفساد (ص303–312)
conv_1080,2,assistant,سوء استخدام السلطة لمنفعة خاصة، ويشمل الرشوة والعمولات واختلاس الأصول. الحظر تام ويُتخذ بحق المخالف إجراءات قانونية وإدارية.,مكافحة_الفساد,الباب الثاني > مكافحة الفساد (ص303–312)
conv_1081,0,system,أنت مساعد حوكمة.,تضارب_المصالح,"الباب الثاني > تضارب المصالح (ص202–203, 322)"
conv_1081,1,user,ما تضارب المصالح وكيف يُدار؟,تضارب_المصالح,"الباب الثاني > تضارب المصالح (ص202–203, 322)"
conv_1081,2,assistant,أي موقف يؤثر فيه تشابك المصالح على حياد القرار. يجب الإفصاح عن المصالح المالية/الشخصية عند مناقشة أي أمر ذي صلة.,تضارب_المصالح,"الباب الثاني > تضارب المصالح (ص202–203, 322)"
conv_1082,0,system,أنت مساعد حماية.,منع_الاستغلال_والاعتداء,"الباب الثاني > منع الاستغلال والاعتداء والتحرش (ص207–211, 338–357)"
conv_1082,1,user,ما سياسة المؤسسة بشأن الاستغلال والاعتداء والتحرش؟,منع_الاستغلال_والاعتداء,"الباب الثاني > منع الاستغلال والاعتداء والتحرش (ص207–211, 338–357)"
conv_1082,2,assistant,عدم التسامح المطلق مع أي استغلال أو اعتداء أو تحرش، ومنع أي نشاط جنسي مع الأطفال (دون 18 عامًا)، ومنع العلاقات مع المرؤوسين/أصحاب المصلحة الأساسيين.,منع_الاستغلال_والاعتداء,"الباب الثاني > منع الاستغلال والاعتداء والتحرش (ص207–211, 338–357)"
conv_1083,0,system,أنت مسؤول حماية.,حماية_الأطفال_والضعفاء,الباب الثاني > حماية الضعفاء والأطفال (ص371–382)
conv_1083,1,user,من يُعد طفلًا وما الأولوية؟,حماية_الأطفال_والضعفاء,الباب الثاني > حماية الضعفاء والأطفال (ص371–382)
conv_1083,2,assistant,الطفل: من هو دون 18 عامًا. مصلحة الأشخاص الضعفاء لها أولوية قصوى.,حماية_الأطفال_والضعفاء,الباب الثاني > حماية الضعفاء والأطفال (ص371–382)
conv_1084,0,system,أنت مساعد شكاوى.,التظلم,الباب الثاني > سياسة وإجراء التظلم (ص401–424)
conv_1084,1,user,ما مراحل إجراء التظلم؟,التظلم,الباب الثاني > سياسة وإجراء التظلم (ص401–424)
conv_1084,2,assistant,تبدأ بمحاولة غير رسمية ثم تصعيد إلى اللجنة الفرعية للموارد البشرية في المرحلة الثالثة. لا يحق اصطحاب محامٍ داخل الإجراء الداخلي.,التظلم,الباب الثاني > سياسة وإجراء التظلم (ص401–424)
conv_1085,0,system,أنت مساعد نزاهة.,الإبلاغ_عن_المخالفات,الباب الثاني > الإبلاغ وعدم الانتقام (ص435–440)
conv_1085,1,user,كيف يتم الإبلاغ عن المخالفات؟,الإبلاغ_عن_المخالفات,الباب الثاني > الإبلاغ وعدم الانتقام (ص435–440)
conv_1085,2,assistant,شخصيًا أو عبر البريد complaints@alnayzak.org أو الهاتف 0597920990 للمدير العام أو رئيس مجلس الإدارة. تُمنع أي أعمال انتقام ضد المبلغين بحسن نية.,الإبلاغ_عن_المخالفات,الباب الثاني > الإبلاغ وعدم الانتقام (ص435–440)
conv_1086,0,system,أنت مساعد تحقيقات.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1086,1,user,كيف تُدار التحقيقات؟,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1086,2,assistant,دون تأخير غير معقول وبالعدل والشفافية. تتضمن تكليف لجنة، الإحالة، دراسة القرائن، تحقيق مكتوب، وتوصية بالقرارات ترفع لمجلس الإدارة.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1087,0,system,أنت مساعد امتثال.,عدم_التسامح_المطلق,الباب الثاني > سياسة عدم التسامح المطلق (ص465–468)
conv_1087,1,user,ما المقصود بعدم التسامح المطلق؟,عدم_التسامح_المطلق,الباب الثاني > سياسة عدم التسامح المطلق (ص465–468)
conv_1087,2,assistant,منع وإدارة السلوكيات غير القانونية أو غير اللائقة. ثبوت التحرش/التنمر/التمييز يعرّض الموظف لإجراء فوري قد يصل للفصل.,عدم_التسامح_المطلق,الباب الثاني > سياسة عدم التسامح المطلق (ص465–468)
conv_1088,0,system,أنت مساعد تنظيم.,الدرجات_الوظيفية,الباب الثالث > الدرجات الوظيفية (ص492)
conv_1088,1,user,ما الفروقات بين الدرجات الوظيفية؟,الدرجات_الوظيفية,الباب الثالث > الدرجات الوظيفية (ص492)
conv_1088,2,assistant,درجة 8: الرئيس التنفيذي؛ 7: مدير دائرة؛ 6: مهني-مختص أول؛ 5: مهني-مختص؛ 4: موظفون جدد وخدمات.,الدرجات_الوظيفية,الباب الثالث > الدرجات الوظيفية (ص492)
conv_1089,0,system,أنت مساعد حوكمة.,تعريف_الإجراءات,الباب الثالث > تعريف الإجراءات (ص484–489)
conv_1089,1,user,ما تعريفات الأدوار في المصفوفة؟,تعريف_الإجراءات,الباب الثالث > تعريف الإجراءات (ص484–489)
conv_1089,2,assistant,يصادق: يدرس ويتسلم المستندات لإبداء الرأي؛ يعتمد: يقر وثيقة فتصبح ملزمة؛ يوصي: يرفع اقتراحًا؛ ينسق: يتواصل لجمع البيانات؛ يطّلع/يدرس: يطالع البيانات والمستندات؛ يُعد/يحضّر: يجمع ويعد المستندات للعرض؛ يقترح: يطلب مناقشة وإصدار قرار.,تعريف_الإجراءات,الباب الثالث > تعريف الإجراءات (ص484–489)
conv_1090,0,system,أنت مساعد تنظيم.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_1090,1,user,ما أمثلة بنود مصفوفة الصلاحيات؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_1090,2,assistant,رؤية ورسالة المؤسسة، الموازنة التقديرية، طلبات الشراء، إجازات الموظفين، الترقيات، لجان التحقيق، توقيع الجزاءات—مع تحديد جهة الاعتماد/التوصية لكل درجة (مجلس الإدارة حتى درجة 4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519)
conv_1091,0,system,أنت مساعد سياسات.,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1091,1,user,ما جدول الدوام الأسبوعي بالتحديد؟,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1091,2,assistant,الأحد–الخميس من 8:00 إلى 17:00.,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1092,0,system,أنت مساعد سياسات.,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1092,1,user,هل يمكن تغيير ساعات الدوام المعتادة؟,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1092,2,assistant,لا، إلا بإذن خطي من الرئيس التنفيذي.,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1093,0,system,أنت مساعد سياسات.,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1093,1,user,كم إجمالي الساعات الأسبوعية الرسمية؟,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1093,2,assistant,42.5 ساعة أسبوعيًا.,ساعات_العمل,الباب الأول > 3.3 (ص55)
conv_1094,0,system,أنت مساعد سياسات.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1094,1,user,كيف تتغير السنوية مع الأقدمية؟,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1094,2,assistant,14/18/21 يومًا حسب الأقدمية (سنتان/أربع سنوات).,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1095,0,system,أنت مساعد سياسات.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1095,1,user,هل أستطيع جمع الإجازات لأكثر من سنتين؟,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1095,2,assistant,لا، الحد سنتان متتاليتان فقط.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1096,0,system,أنت مساعد سياسات.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1096,1,user,متى يجب تقديم طلب الإجازة؟,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1096,2,assistant,قبل 3 أيام عمل للإجازات <3 أيام، وأسبوع على الأقل إذا زادت عن 3 أيام.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77)
conv_1097,0,system,أنت مساعد سياسات.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1097,1,user,ما التعرفة داخل المدينة؟,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1097,2,assistant,1 شيكل/كم للسيارات حتى 4 طن.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1098,0,system,أنت مساعد سياسات.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1098,1,user,هل تُغطى رحلة الذهاب من المنزل إلى العمل؟,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1098,2,assistant,لا، تُستثنى.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1099,0,system,أنت مساعد سياسات.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1099,1,user,ما التعرفة بين المدن؟,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1099,2,assistant,0.7 شيكل/كم.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64)
conv_1100,0,system,أنت مساعد سياسات.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1100,1,user,كيف تُشكَّل لجنة التحقيق؟,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1100,2,assistant,بتكليف رسمي كتابي.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1101,0,system,أنت مساعد سياسات.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1101,1,user,ما خطوات الإحالة والتحقيق؟,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1101,2,assistant,قرار إداري/كتاب رسمي، دراسة قرائن، تحقيق مكتوب ومواجهة وتمكين الدفاع وإرفاق المستندات.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1102,0,system,أنت مساعد سياسات.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1102,1,user,من يعتمد التوصيات؟,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_1102,2,assistant,ترفع لمجلس الإدارة لاعتماد القرار.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459)
conv_disc_01,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_01,1,user,ما المخالفة والعقوبات في **البند رقم 1** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_01,2,assistant,يُرجى الرجوع إلى **البند رقم 1** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_02,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_02,1,user,ما المخالفة والعقوبات في **البند رقم 2** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_02,2,assistant,يُرجى الرجوع إلى **البند رقم 2** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_03,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_03,1,user,ما المخالفة والعقوبات في **البند رقم 3** من جدول الجزاءات؟,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_03,2,assistant,يُرجى الرجوع إلى **البند رقم 3** في جدول الجزاءات التأديبية بالدليل لمعرفة اسم المخالفة وتدرّج العقوبات. عمومًا تتدرج الجزاءات من تنبيه شفهي، ثم إنذار خطي، ثم خصم/حرمان مزايا، وصولًا إلى الفصل—بحسب خطورة وتكرار المخالفة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
conv_disc_04,0,system,أنت مساعد انضباط مؤسسي. ارجع دومًا إلى جدول الجزاءات التأديبية المعتمد عند الإجابة، ولا تُفترض تفاصيل غير موجودة.,جزاءات_تأديبية,الباب الأول > 11. الجزاءات التأديبية (ص139–157)
